,상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,지번주소,도로명,건물명
11243,곱깨비에프앤씨,,음식,한식,곱창 전골/구이,한식 육류 요리 전문점,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 738,세종특별자치시 세종특별자치시 한누리대로,세종포레뷰1
11244,블루,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,경영 컨설팅업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 790,세종특별자치시 세종특별자치시 나성북1로,디펠리체
11245,온:溫,,음식,비알코올 ,카페,커피 전문점,세종특별자치시,세종특별자치시,소담동,소담동,세종특별자치시 세종특별자치시 소담동 594,세종특별자치시 세종특별자치시 남세종로,새샘마을2단지
11246,법률사무소벧엘,,과학·기술,법무관련 ,변호사,변호사업,세종특별자치시,세종특별자치시,소담동,소담동,세종특별자치시 세종특별자치시 소담동 525,세종특별자치시 세종특별자치시 한누리대로,법조타운B
11247,라인부동산컨설팅,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 상리 160-4,세종특별자치시 세종특별자치시 조치원읍 장안1길,
11248,씨유세종,,소매,종합 소매,편의점,체인화 편의점,세종특별자치시,세종특별자치시,한솔동,한솔동,세종특별자치시 세종특별자치시 한솔동 1045,세종특별자치시 세종특별자치시 누리로,첫마을5단지
11249,금성매운탕,,음식,한식,해산물 구이/찜,한식 일반 음식점업,세종특별자치시,세종특별자치시,연서면,연서면,세종특별자치시 세종특별자치시 연서면 용암리 176-12,세종특별자치시 세종특별자치시 연서면 도신고복로,
11250,김가네김밥세종,,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 756,세종특별자치시 세종특별자치시 남세종로,아평빌딩
11251,소고집밥,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,한솔동,한솔동,세종특별자치시 세종특별자치시 한솔동 928,세종특별자치시 세종특별자치시 노을3로,한솔프라자
11252,귀빈회관,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,장군면,장군면,세종특별자치시 세종특별자치시 장군면 하봉리 37-5,세종특별자치시 세종특별자치시 장군면 장척로,
11253,세종카페,,음식,비알코올 ,카페,커피 전문점,세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 730,세종특별자치시 세종특별자치시 시청대로,호려울마을3단지
11254,엠엔디케이,,소매,애완동물·용품 소매,애완동물/애완용품 소매업,애완용 동물 및 관련용품 소매업,세종특별자치시,세종특별자치시,종촌동,종촌동,세종특별자치시 세종특별자치시 종촌동 673,세종특별자치시 세종특별자치시 도움1로,몰리브(MALLIVE)
11255,맘스터치세종,,음식,기타 간이,버거,"피자, 햄버거, 샌드위치 및 유사 음식점업",세종특별자치시,세종특별자치시,종촌동,종촌동,세종특별자치시 세종특별자치시 종촌동 673,세종특별자치시 세종특별자치시 도움1로,몰리브(MALLIVE)
11256,에스제이올림푸스,,교육,기타 교육,태권도/무술학원,태권도 및 무술 교육기관,세종특별자치시,세종특별자치시,아름동,아름동,세종특별자치시 세종특별자치시 아름동 1292,세종특별자치시 세종특별자치시 보듬3로,해피라움2
11257,느티나무집,,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,세종특별자치시,세종특별자치시,연동면,연동면,세종특별자치시 세종특별자치시 연동면 노송리 135-3,세종특별자치시 세종특별자치시 연동면 노송웅골길,
11258,큰집,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,연서면,연서면,세종특별자치시 세종특별자치시 연서면 월하리 805,세종특별자치시 세종특별자치시 연서면 도원로,
11259,바르다김선생,,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 503,세종특별자치시 세종특별자치시 절재로,홈플러스세종점
11260,이삭토스트,,음식,기타 간이,토스트/샌드위치/샐러드,김밥 및 기타 간이 음식점업,세종특별자치시,세종특별자치시,도담동,도담동,세종특별자치시 세종특별자치시 도담동 653,세종특별자치시 세종특별자치시 보듬4로,도램마을11단지
11261,담다캔들,,교육,기타 교육,기타 기술/직업 훈련학원,기타 기술 및 직업 훈련학원,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 남리 395,세종특별자치시 세종특별자치시 조치원읍 장안로,
11262,맘메이드,,음식,주점,요리 주점,기타 주점업,세종특별자치시,세종특별자치시,아름동,아름동,세종특별자치시 세종특별자치시 아름동 1292,세종특별자치시 세종특별자치시 보듬3로,해피라움2
11263,대손관나성점,,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 738,세종특별자치시 세종특별자치시 한누리대로,세종포레뷰1
11264,더이룸공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 신흥리 426,세종특별자치시 세종특별자치시 조치원읍 문예회관길,
11265,규원네트워크,,소매,의약·화장품 소매,화장품 소매업,"화장품, 비누 및 방향제 소매업",세종특별자치시,세종특별자치시,종촌동,종촌동,세종특별자치시 세종특별자치시 종촌동 657,세종특별자치시 세종특별자치시 도움3로,종촌중앙프라자
11266,구스타브,,과학·기술,광고,광고 대행업,광고 대행업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 신안리 300,세종특별자치시 세종특별자치시 조치원읍 세종로,홍익대학교세종캠퍼스
11267,삼성캐노피종합렌탈,,시설관리·임대,가정용품 대여,스포츠/레크리에이션 용품 대여업,스포츠 및 레크리에이션 용품 임대업,세종특별자치시,세종특별자치시,금남면,금남면,세종특별자치시 세종특별자치시 금남면 성덕리 289-5,세종특별자치시 세종특별자치시 금남면 성덕영곡길,
11268,피오렌코,,소매,시계·귀금속 소매,시계/귀금속 소매업,시계 및 귀금속 소매업,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 547,세종특별자치시 세종특별자치시 절재로,중앙타운
11269,앤서니협동조합,,소매,종합 소매,슈퍼마켓,"빵류, 과자류 및 당류 소매업",세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 760,세종특별자치시 세종특별자치시 남세종로,보람빌딩
11270,홈스위트홈,,음식,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",세종특별자치시,세종특별자치시,반곡동,반곡동,세종특별자치시 세종특별자치시 반곡동 산101,세종특별자치시 세종특별자치시 국책연구원3로,비오케이아트센터
11271,위플릿,,시설관리·임대,여행사·보조,여행사,여행사업,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 671,세종특별자치시 세종특별자치시 갈매로,에비뉴힐
11272,별하필라테스,,교육,기타 교육,요가/필라테스 학원,기타 스포츠 교육기관,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 757,세종특별자치시 세종특별자치시 한누리대로,세종마루2
11273,세종물류,,수리·개인,가전제품 수리,가전제품 수리업,가전제품 수리업,세종특별자치시,세종특별자치시,금남면,금남면,세종특별자치시 세종특별자치시 금남면 용포리 182-6,세종특별자치시 세종특별자치시 금남면 용포외곽길,
11274,코이라멘새롬점,,음식,일식,일식 면 요리,일식 음식점업,세종특별자치시,세종특별자치시,새롬동,새롬동,세종특별자치시 세종특별자치시 새롬동 564,세종특별자치시 세종특별자치시 새롬로,새뜸마을13단지근린생활시설
11275,좋은컨설팅,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,경영 컨설팅업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 침산리 279-9,세종특별자치시 세종특별자치시 조치원읍 문화6길,
11276,법률사무소세종로,,과학·기술,법무관련 ,변호사,변호사업,세종특별자치시,세종특별자치시,반곡동,반곡동,세종특별자치시 세종특별자치시 반곡동 771-68,세종특별자치시 세종특별자치시 한누리대로,반곡타워
11277,더레스토,,음식,일식,일식 회/초밥,일식 음식점업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 809,세종특별자치시 세종특별자치시 나성북로,퍼스트원
11278,행복오길커피볶는행복오길,,음식,비알코올 ,카페,커피 전문점,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 침산리 254-5,세종특별자치시 세종특별자치시 조치원읍 행복5길,금강빌딩
11279,마캣부농,,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,세종특별자치시,세종특별자치시,전의면,전의면,세종특별자치시 세종특별자치시 전의면 동교리 218-3,세종특별자치시 세종특별자치시 전의면 왕의물로,
